model,task,result,config params,engine_disk_mib,exec_context_mib,kv_cache_alloc_mib,runtime_buffers_mib,decoder_mib
W16A16_LOGITS,winogrande,70.2446724546172,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",5912.9,1942.51,29143.04,0.67,2.48
W16A16_LOGITS,gpqa_main_zeroshot,29.910714285714285,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none')",5912.9,1942.51,12861.44,0.67,2.48
W16A16_LOGITS,humaneval,35.97560975609756,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None)",5912.9,1942.51,29132.8,5.22,19.8
W16A16_LOGITS,mbpp,56.00000000000001,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None)",5912.9,1942.51,29132.8,5.22,19.8
W16A16_LOGITS,gsm8k,76.19408642911296,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",5912.9,1942.51,29132.8,5.22,19.8
W16A16_LOGITS,hellaswag,74.23819956184026,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none')",5912.9,1942.51,29143.04,0.67,2.48
W16A16_LOGITS,humaneval,35.97560975609756,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None)",5912.9,1942.51,29132.8,5.22,19.8
W16A16_LOGITS,winogrande,70.2446724546172,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",5912.9,1942.51,29143.04,0.67,2.48
W16A16_LOGITS,gpqa_main_zeroshot,29.910714285714285,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none')",5912.9,1942.51,29143.04,0.67,2.48
W16A16_LOGITS,mbpp,56.00000000000001,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None)",5912.9,1942.51,29132.8,5.22,19.8
W16A16_LOGITS,gsm8k,76.19408642911296,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",5912.9,1942.51,12851.2,5.22,19.8
W16A16_LOGITS,hellaswag,74.23819956184026,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none')",5912.9,1942.51,29143.04,0.67,2.48
W16A16_LOGITS,mmlu,65.66016237003277,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='mmlu', few_shots=5, scores_filter='acc,none')",5912.9,1942.51,29143.04,0.67,2.48
W16A16_LOGITS,mmlu_pro,37.70777925531915,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=1, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mmlu_pro', few_shots=5, scores_filter=None)",5912.9,1942.51,29132.8,5.22,19.8
W8A16_LOGITS,humaneval,38.41463414634146,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None)",3268.4,435.01,30760.96,5.22,19.8
W8A16_LOGITS,winogrande,70.71823204419888,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",3268.4,435.01,30771.2,0.67,2.48
W8A16_LOGITS,mbpp,55.00000000000001,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None)",3268.4,435.01,30760.96,5.22,19.8
W8A16_LOGITS,gpqa_main_zeroshot,28.794642857142854,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none')",3268.4,435.01,30771.2,0.67,2.48
W8A16_LOGITS,gsm8k,76.26990144048523,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",3268.4,435.01,30760.96,5.22,19.8
W4A16_LOGITS,humaneval,0.0,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None)",1945.4,2110.51,30648.32,5.22,19.8
W4A16_LOGITS,winogrande,49.25019731649566,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",1945.4,2110.51,30658.56,0.67,2.48
W4A16_LOGITS,gpqa_main_zeroshot,27.00892857142857,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none')",1945.4,2110.51,30658.56,0.67,2.48
W4A16_LOGITS,mbpp,0.0,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None)",1945.4,2110.51,30648.32,5.22,19.8
W4A16_AWQ_LOGITS,humaneval,29.878048780487802,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None)",1985.5,2110.51,14356.48,2.9,12.72
W4A16_AWQ_LOGITS,winogrande,67.08760852407262,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",1985.5,2110.51,14366.72,0.38,1.59
W4A16_AWQ_LOGITS,mbpp,44.0,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None)",1985.5,2110.51,14356.48,2.9,12.72
W4A16_AWQ_LOGITS,gpqa_main_zeroshot,29.017857142857146,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none')",1985.5,2110.51,30648.32,0.38,1.59
W4A16_LOGITS,gsm8k,1.061410159211524,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",1945.4,2110.51,30648.32,5.22,19.8
W4A16_AWQ_LOGITS,gsm8k,56.55799848369977,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",1985.5,2110.51,14356.48,2.9,12.72
W8A16_LOGITS,mmlu,65.68864834069221,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='mmlu', few_shots=5, scores_filter='acc,none')",3268.4,435.01,30771.2,0.67,2.48
W8A16_LOGITS,hellaswag,74.28799044015136,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none')",3268.4,435.01,30771.2,0.67,2.48
W4A16_LOGITS,hellaswag,38.42859988050189,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none')",1945.4,2110.51,30658.56,0.67,2.48
W4A16_AWQ_LOGITS,hellaswag,71.3702449711213,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none')",1985.5,2110.51,14366.72,0.38,1.59
W4A16_AWQ_LOGITS,mmlu,60.77481840193705,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='mmlu', few_shots=5, scores_filter='acc,none')",1985.5,2110.51,30648.32,0.38,1.59
W4A16_LOGITS,mmlu,23.55077624270047,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='mmlu', few_shots=5, scores_filter='acc,none')",1945.4,2110.51,14376.96,0.67,2.48
W4A16_AWQ_LOGITS,mmlu_pro,28.939494680851062,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=1, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mmlu_pro', few_shots=5, scores_filter=None)",1985.5,2110.51,30638.08,2.9,12.72
W8A16_LOGITS,mmlu_pro,37.566489361702125,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=1, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mmlu_pro', few_shots=5, scores_filter=None)",3268.4,435.01,30760.96,5.22,19.8
W16A16_LOGITS,gsm8k,76.19408642911296,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",5912.9,1942.51,29132.8,5.22,19.8
W16A16_LOGITS,winogrande,70.2446724546172,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",5912.9,1942.51,29143.04,0.67,2.48
W8A8_SQ_LOGITS,gsm8k,71.56937073540561,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",3271.6,2087.02,30136.32,5.22,19.8
W8A8_SQ_LOGITS,winogrande,69.29755327545382,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",3271.6,2087.02,30136.32,0.67,2.48
W4A16_LOGITS,gsm8k,1.061410159211524,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",1945.4,2110.51,30648.32,5.22,19.8
W4A16_LOGITS,winogrande,49.25019731649566,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",1945.4,2110.51,30658.56,0.67,2.48
W4A16_LOGITS,winogrande,49.25019731649566,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",1945.4,2110.51,30658.56,0.67,2.48
W4A16_LOGITS,winogrande,49.25019731649566,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none')",1945.4,2110.51,30658.56,0.67,2.48
W4A16_LOGITS,gsm8k,0.0,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=10, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",1945.4,2110.51,30648.32,5.22,19.8
W16A16_LOGITS,gsm8k,100.0,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=5, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract')",5912.9,1942.51,29132.8,5.22,19.8
W8A8_SQ_LOGITS,gpqa_main_zeroshot,29.6875,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none', print_outputs=0)",3271.6,2087.02,30136.32,0.67,2.48
W8A8_SQ_LOGITS,winogrande,69.29755327545382,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none', print_outputs=0)",3271.6,2087.02,30136.32,0.67,2.48
W8A8_SQ_LOGITS,humaneval,37.19512195121951,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None, print_outputs=0)",3271.6,2087.02,30136.32,5.22,19.8
W8A8_SQ_LOGITS,gsm8k,71.56937073540561,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract', print_outputs=0)",3271.6,2087.02,13844.48,5.22,19.8
W8A8_SQ_LOGITS,mbpp,54.6,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None, print_outputs=0)",3271.6,2087.02,30136.32,5.22,19.8
W8A8_SQ_LOGITS,hellaswag,73.55108544114718,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none', print_outputs=0)",3271.6,2087.02,30136.32,0.67,2.48
W8A8_SQ_LOGITS,mmlu,64.62042444096282,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='mmlu', few_shots=5, scores_filter='acc,none', print_outputs=0)",3271.6,2087.02,13854.72,0.67,2.48
W8A8_SQ_LOGITS,mmlu_pro,35.621675531914896,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=1, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mmlu_pro', few_shots=5, scores_filter=None, print_outputs=0)",3271.6,2087.02,30136.32,5.22,19.8
W16A16_INT8KV_LOGITS,humaneval,35.36585365853659,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None, print_outputs=0)",5912.7,1942.51,29132.8,5.22,19.8
W16A16_INT8KV_LOGITS,mbpp,43.2,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None, print_outputs=0)",5912.7,1942.51,12851.2,5.22,19.8
W16A16_INT8KV_LOGITS,winogrande,70.08681925808997,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none', print_outputs=0)",5912.7,1942.51,29143.04,0.67,2.48
W16A16_INT8KV_LOGITS,gpqa_main_zeroshot,29.910714285714285,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none', print_outputs=0)",5912.7,1942.51,29143.04,0.67,2.48
W16A16_INT8KV_LOGITS,gsm8k,57.39196360879454,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract', print_outputs=0)",5912.7,1942.51,29132.8,5.22,19.8
W16A16_INT8KV_LOGITS,humaneval,34.756097560975604,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None, print_outputs=0)",5916.0,1942.51,12851.2,5.22,19.8
W16A16_INT8KV_LOGITS,mbpp,45.800000000000004,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None, print_outputs=0)",5916.0,1942.51,12851.2,5.22,19.8
W16A16_INT8KV_LOGITS,winogrande,70.1657458563536,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none', print_outputs=0)",5916.0,1942.51,29143.04,0.67,2.48
W16A16_INT8KV_LOGITS,gpqa_main_zeroshot,29.6875,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none', print_outputs=0)",5916.0,1942.51,29143.04,0.67,2.48
W16A16_INT8KV_LOGITS,gsm8k,57.99848369977255,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract', print_outputs=0)",5916.0,1942.51,29132.8,5.22,19.8
W16A16_INT8KV_LOGITS,wikitext,12.725482420477169,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=1337, num_samples=None, task='wikitext', few_shots=0, scores_filter='word_perplexity,none', print_outputs=0)",5916.0,1942.51,29143.04,0.67,2.48
W8A16_INT8KV_LOGITS,humaneval,36.58536585365854,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None, print_outputs=0)",3268.3,2110.51,30126.08,5.22,19.8
W8A16_INT8KV_LOGITS,winogrande,70.71823204419888,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none', print_outputs=0)",3268.3,2110.51,30136.32,0.67,2.48
W8A16_INT8KV_LOGITS,mbpp,47.599999999999994,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None, print_outputs=0)",3268.3,2110.51,30126.08,5.22,19.8
W8A16_INT8KV_LOGITS,gpqa_main_zeroshot,28.794642857142854,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none', print_outputs=0)",3268.3,2110.51,30136.32,0.67,2.48
W8A16_INT8KV_LOGITS,gsm8k,59.05989385898408,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract', print_outputs=0)",3268.3,2110.51,30126.08,5.22,19.8
W8A16_INT8KV_LOGITS,wikitext,12.96038341010506,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='wikitext', few_shots=0, scores_filter='word_perplexity,none', print_outputs=0)",3268.3,2110.51,30136.32,0.67,2.48
W8A8_SQ_INT8KV_LOGITS,humaneval,35.97560975609756,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None, print_outputs=0)",3272.1,2087.02,30136.32,5.22,19.8
W8A8_SQ_INT8KV_LOGITS,mbpp,53.2,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None, print_outputs=0)",3272.1,2087.02,30136.32,5.22,19.8
W8A8_SQ_INT8KV_LOGITS,winogrande,69.29755327545382,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none', print_outputs=0)",3272.1,2087.02,30136.32,0.67,2.48
W8A8_SQ_INT8KV_LOGITS,gpqa_main_zeroshot,29.6875,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none', print_outputs=0)",3272.1,2087.02,30136.32,0.67,2.48
W8A8_SQ_INT8KV_LOGITS,gsm8k,70.20470053070508,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract', print_outputs=0)",3272.1,2087.02,30136.32,5.22,19.8
W16A16_INT8KV_LOGITS,hellaswag,74.23819956184026,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none', print_outputs=0)",5916.0,1942.51,29143.04,0.67,2.48
W8A16_INT8KV_LOGITS,hellaswag,74.28799044015136,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none', print_outputs=0)",3268.3,2110.51,30136.32,0.67,2.48
